,price_close,price_high,price_low,price_open,time_close,time_open,time_period_end,time_period_start,trades_count,volume_traded
0,0.0038163423411730004,0.0033334000013330004,0.0074090538638210005,0.006216469915393001,2014-06-30T22:57:59.1970000Z,2014-05-07T20:48:54.4970000Z,2014-07-01T00:00:00.0000000Z,2014-04-01T00:00:00.0000000Z,230,462.4810877
1,0.004997501249375,0.002,0.006557377049180001,0.0037037037037030004,2014-08-21T15:05:38.5170000Z,2014-07-01T06:00:21.7970000Z,2014-10-01T00:00:00.0000000Z,2014-07-01T00:00:00.0000000Z,57,211.92921932
2,0.021400000000000002,0.02254,0.005,0.006450000000000001,2017-03-31T23:59:53.0000000Z,2017-01-25T20:00:14.0000000Z,2017-04-01T00:00:00.0000000Z,2017-01-01T00:00:00.0000000Z,26880,692221326.8809172
3,0.24869000000000002,0.39887000000000006,0.007500000000000001,0.021400000000000002,2017-06-30T23:59:52.0000000Z,2017-04-01T00:00:50.0000000Z,2017-07-01T00:00:00.0000000Z,2017-04-01T00:00:00.0000000Z,709649,2726098150.2146025
4,0.19903,0.2999,0.12660000000000002,0.24679199999999998,2017-09-30T23:59:58.6520000Z,2017-07-01T00:00:29.1650000Z,2017-10-01T00:00:00.0000000Z,2017-07-01T00:00:00.0000000Z,1490365,3518228747.7548227
5,1.99,3.0,0.17421,0.19904000000000002,2017-12-31T23:59:59.0000000Z,2017-10-01T00:00:06.8600000Z,2018-01-01T00:00:00.0000000Z,2017-10-01T00:00:00.0000000Z,6865058,13415989208.443054
6,0.50019,3.3498900000000003,0.47000000000000003,1.9707400000000002,2018-03-31T23:59:45.0000000Z,2018-01-01T00:00:01.0000000Z,2018-04-01T00:00:00.0000000Z,2018-01-01T00:00:00.0000000Z,13204160,14322587972.842985
7,0.46900000000000003,0.9666300000000001,0.424,0.50019,2018-06-30T23:59:46.0000000Z,2018-04-01T00:00:06.0000000Z,2018-07-01T00:00:00.0000000Z,2018-04-01T00:00:00.0000000Z,4177917,6396833896.345738
8,0.58199,0.8,0.24508000000000002,0.46900000000000003,2018-09-30T23:59:58.0000000Z,2018-07-01T00:00:00.0000000Z,2018-10-01T00:00:00.0000000Z,2018-07-01T00:00:00.0000000Z,3945446,7867578851.430012
9,0.36131,70.0,0.20001000000000002,0.5818,2018-12-31T23:59:57.0000000Z,2018-10-01T00:00:01.0000000Z,2019-01-01T00:00:00.0000000Z,2018-10-01T00:00:00.0000000Z,4497355,8847449812.918287
10,0.30811000000000005,0.42999999,0.21,0.36131,2019-03-31T23:59:59.6510000Z,2019-01-01T00:00:04.0000000Z,2019-04-01T00:00:00.0000000Z,2019-01-01T00:00:00.0000000Z,2521817,4169383735.231875
11,0.30399000000000004,0.42450000000000004,0.1,0.30801,2019-04-27T15:38:51.0000000Z,2019-04-01T00:00:00.0000000Z,2019-07-01T00:00:00.0000000Z,2019-04-01T00:00:00.0000000Z,1288386,2332412641.8028846
